행정구역,연령구분,합계
___군내면(경기포천),30세~39세,620 
___군내면(경기포천),40세~49세,898 
___군내면(경기포천),50세~59세,1493 
___군내면(경기포천),60세~64세,629 
___군내면(경기포천),65세이상,1379 
___군내면(경기포천),합계,6543 
___내촌면(경기포천),0세~9세,195 
___내촌면(경기포천),10세~19세,337 
___내촌면(경기포천),20세~29세,590 
___내촌면(경기포천),30세~39세,438 
___내촌면(경기포천),40세~49세,774 
___내촌면(경기포천),50세~59세,1273 
___내촌면(경기포천),60세~64세,489 
___내촌면(경기포천),65세이상,1058 
___내촌면(경기포천),합계,5154 
___가산면(경기포천),0세~9세,327 
___가산면(경기포천),10세~19세,632 
___가산면(경기포천),20세~29세,911 
___가산면(경기포천),30세~39세,759 
___가산면(경기포천),40세~49세,1326 
___가산면(경기포천),50세~59세,2092 
___가산면(경기포천),60세~64세,748 
___가산면(경기포천),65세이상,1507 
___가산면(경기포천),합계,8302 
___신북면(경기포천),0세~9세,1029 
___신북면(경기포천),10세~19세,1313 
___신북면(경기포천),20세~29세,1621 
___신북면(경기포천),30세~39세,1590 
___신북면(경기포천),40세~49세,2060 
___신북면(경기포천),50세~59세,2678 
___신북면(경기포천),60세~64세,1050 
___신북면(경기포천),65세이상,2051 
___신북면(경기포천),합계,13392 
___창수면(경기포천),0세~9세,69 
___창수면(경기포천),10세~19세,163 
___창수면(경기포천),20세~29세,215 
___창수면(경기포천),30세~39세,171 
___창수면(경기포천),40세~49세,298 
___창수면(경기포천),50세~59세,521 
___창수면(경기포천),60세~64세,258 
___창수면(경기포천),65세이상,684 
___창수면(경기포천),합계,2379 
___영중면(경기포천),0세~9세,270 
___영중면(경기포천),10세~19세,442 
___영중면(경기포천),20세~29세,532 
___영중면(경기포천),30세~39세,423 
___영중면(경기포천),40세~49세,750 
___영중면(경기포천),50세~59세,1201 
___영중면(경기포천),60세~64세,527 
___영중면(경기포천),65세이상,1307 
___영중면(경기포천),합계,5452 
___일동면(경기포천),0세~9세,873 
___일동면(경기포천),10세~19세,987 
___일동면(경기포천),20세~29세,1100 
___일동면(경기포천),30세~39세,1270 
___일동면(경기포천),40세~49세,1459 
___일동면(경기포천),50세~59세,1860 
___일동면(경기포천),60세~64세,872 
___일동면(경기포천),65세이상,2139 
___일동면(경기포천),합계,10560 
___이동면(경기포천),0세~9세,653 
___이동면(경기포천),10세~19세,512 
___이동면(경기포천),20세~29세,835 
___이동면(경기포천),30세~39세,905 
___이동면(경기포천),40세~49세,796 
___이동면(경기포천),50세~59세,1072 
___이동면(경기포천),60세~64세,496 
___이동면(경기포천),65세이상,1348 
___이동면(경기포천),합계,6617 
___영북면(경기포천),0세~9세,812 
___영북면(경기포천),10세~19세,632 
___영북면(경기포천),20세~29세,1182 
___영북면(경기포천),30세~39세,1147 
___영북면(경기포천),40세~49세,1115 
___영북면(경기포천),50세~59세,1655 
___영북면(경기포천),60세~64세,715 
___영북면(경기포천),65세이상,2119 
___영북면(경기포천),합계,9377 
___관인면(경기포천),0세~9세,106 
___관인면(경기포천),10세~19세,207 
___관인면(경기포천),20세~29세,311 
___관인면(경기포천),30세~39세,191 
___관인면(경기포천),40세~49세,351 
___관인면(경기포천),50세~59세,672 
___관인면(경기포천),60세~64세,316 
___관인면(경기포천),65세이상,974 
___관인면(경기포천),합계,3128 
___화현면(경기포천),0세~9세,213 
___화현면(경기포천),10세~19세,192 
___화현면(경기포천),20세~29세,290 
___화현면(경기포천),30세~39세,363 
___화현면(경기포천),40세~49세,332 
___화현면(경기포천),50세~59세,549 
___화현면(경기포천),60세~64세,260 
___화현면(경기포천),65세이상,624 
___화현면(경기포천),합계,2823 
___포천동(경기포천),0세~9세,1623 
___포천동(경기포천),10세~19세,2365 
___포천동(경기포천),20세~29세,2542 
___포천동(경기포천),30세~39세,2251 
___포천동(경기포천),40세~49세,3316 
___포천동(경기포천),50세~59세,3545 
___포천동(경기포천),60세~64세,1142 
___포천동(경기포천),65세이상,2444 
___포천동(경기포천),합계,19228 
___선단동(경기포천),0세~9세,983 
___선단동(경기포천),10세~19세,1499 
___선단동(경기포천),20세~29세,1914 
___선단동(경기포천),30세~39세,1740 
___선단동(경기포천),40세~49세,2738 
___선단동(경기포천),50세~59세,3084 
___선단동(경기포천),60세~64세,948 
___선단동(경기포천),65세이상,1763 
___선단동(경기포천),합계,14669 
_여주시(경기),0세~9세,9045 
_여주시(경기),10세~19세,11344 
_여주시(경기),20세~29세,12321 
_여주시(경기),30세~39세,13528 
_여주시(경기),40세~49세,17329 
_여주시(경기),50세~59세,19669 
_여주시(경기),60세~64세,8549 
_여주시(경기),65세이상,19778 
_여주시(경기),합계,111563 
___가남읍(경기여주시),0세~9세,1423 
___가남읍(경기여주시),10세~19세,1556 
___가남읍(경기여주시),20세~29세,1730 
___가남읍(경기여주시),30세~39세,2316 
___가남읍(경기여주시),40세~49세,2478 
___가남읍(경기여주시),50세~59세,2765 
___가남읍(경기여주시),60세~64세,1214 
___가남읍(경기여주시),65세이상,2690 
___가남읍(경기여주시),합계,16172 
___점동면(경기여주시),0세~9세,182 
___점동면(경기여주시),10세~19세,499 
___점동면(경기여주시),20세~29세,476 
___점동면(경기여주시),30세~39세,332 
___점동면(경기여주시),40세~49세,572 
___점동면(경기여주시),50세~59세,968 
___점동면(경기여주시),60세~64세,503 
___점동면(경기여주시),65세이상,1344 
___점동면(경기여주시),합계,4876 
___능서면(경기여주시),0세~9세,346 
___능서면(경기여주시),10세~19세,581 
___능서면(경기여주시),20세~29세,631 
___능서면(경기여주시),30세~39세,630 
___능서면(경기여주시),40세~49세,789 
___능서면(경기여주시),50세~59세,1354 
___능서면(경기여주시),60세~64세,644 
___능서면(경기여주시),65세이상,1659 
___능서면(경기여주시),합계,6634 
___흥천면(경기여주시),0세~9세,250 
___흥천면(경기여주시),10세~19세,376 
___흥천면(경기여주시),20세~29세,468 
___흥천면(경기여주시),30세~39세,400 
___흥천면(경기여주시),40세~49세,620 
___흥천면(경기여주시),50세~59세,1068 
___흥천면(경기여주시),60세~64세,537 
___흥천면(경기여주시),65세이상,1447 
___흥천면(경기여주시),합계,5166 
___금사면(경기여주시),0세~9세,147 
___금사면(경기여주시),10세~19세,204 
___금사면(경기여주시),20세~29세,252 
___금사면(경기여주시),30세~39세,234 
___금사면(경기여주시),40세~49세,360 
___금사면(경기여주시),50세~59세,640 
___금사면(경기여주시),60세~64세,367 
___금사면(경기여주시),65세이상,866 
___금사면(경기여주시),합계,3070 
___산북면(경기여주시),0세~9세,133 
___산북면(경기여주시),10세~19세,211 
___산북면(경기여주시),20세~29세,208 
___산북면(경기여주시),30세~39세,206 
___산북면(경기여주시),40세~49세,339 
___산북면(경기여주시),50세~59세,489 
___산북면(경기여주시),60세~64세,257 
___산북면(경기여주시),65세이상,741 
___산북면(경기여주시),합계,2584 
___대신면(경기여주시),0세~9세,281 
___대신면(경기여주시),10세~19세,587 
___대신면(경기여주시),20세~29세,729 
___대신면(경기여주시),30세~39세,539 
___대신면(경기여주시),40세~49세,886 
___대신면(경기여주시),50세~59세,1511 
___대신면(경기여주시),60세~64세,808 
___대신면(경기여주시),65세이상,2115 
___대신면(경기여주시),합계,7456 
___북내면(경기여주시),0세~9세,202 
___북내면(경기여주시),10세~19세,511 
___북내면(경기여주시),20세~29세,510 
___북내면(경기여주시),30세~39세,366 
___북내면(경기여주시),40세~49세,778 
___북내면(경기여주시),50세~59세,1035 
___북내면(경기여주시),60세~64세,470 
___북내면(경기여주시),65세이상,1364 
___북내면(경기여주시),합계,5236 
___강천면(경기여주시),0세~9세,165 
___강천면(경기여주시),10세~19세,296 
___강천면(경기여주시),20세~29세,352 
___강천면(경기여주시),30세~39세,316 
___강천면(경기여주시),40세~49세,525 
___강천면(경기여주시),50세~59세,759 
___강천면(경기여주시),60세~64세,416 
___강천면(경기여주시),65세이상,1057 
___강천면(경기여주시),합계,3886 
___여흥동(경기여주시),0세~9세,2141 
___여흥동(경기여주시),10세~19세,2211 
___여흥동(경기여주시),20세~29세,2670 
___여흥동(경기여주시),30세~39세,3073 
___여흥동(경기여주시),40세~49세,3697 
___여흥동(경기여주시),50세~59세,3693 
___여흥동(경기여주시),60세~64세,1469 
___여흥동(경기여주시),65세이상,2841 
___여흥동(경기여주시),합계,21795 
___중앙동(경기여주시),0세~9세,1921 
___중앙동(경기여주시),10세~19세,2751 
___중앙동(경기여주시),20세~29세,2587 
___중앙동(경기여주시),30세~39세,2584 
___중앙동(경기여주시),40세~49세,3640 
___중앙동(경기여주시),50세~59세,3094 
___중앙동(경기여주시),60세~64세,1116 
___중앙동(경기여주시),65세이상,2148 
___중앙동(경기여주시),합계,19841 
___오학동(경기여주시),0세~9세,1854 
___오학동(경기여주시),10세~19세,1561 
___오학동(경기여주시),20세~29세,1708 
___오학동(경기여주시),30세~39세,2532 
___오학동(경기여주시),40세~49세,2645 
___오학동(경기여주시),50세~59세,2293 
___오학동(경기여주시),60세~64세,748 
___오학동(경기여주시),65세이상,1506 
___오학동(경기여주시),합계,14847 
_연천군(경기),0세~9세,3521 
_연천군(경기),10세~19세,3880 
_연천군(경기),20세~29세,6001 
_연천군(경기),30세~39세,4945 
_연천군(경기),40세~49세,5837 
_연천군(경기),50세~59세,7997 
_연천군(경기),60세~64세,3564 
_연천군(경기),65세이상,10162 
_연천군(경기),합계,45907 
___연천읍(경기연천),0세~9세,821 
___연천읍(경기연천),10세~19세,600 
___연천읍(경기연천),20세~29세,1375 
___연천읍(경기연천),30세~39세,1064 
___연천읍(경기연천),40세~49세,930 
___연천읍(경기연천),50세~59세,1196 
___연천읍(경기연천),60세~64세,529 
___연천읍(경기연천),65세이상,1741 
___연천읍(경기연천),합계,8256 
___전곡읍(경기연천),0세~9세,1942 
___전곡읍(경기연천),10세~19세,2236 
___전곡읍(경기연천),20세~29세,2596 
___전곡읍(경기연천),30세~39세,2567 
___전곡읍(경기연천),40세~49세,3030 
___전곡읍(경기연천),50세~59세,3309 
___전곡읍(경기연천),60세~64세,1261 
___전곡읍(경기연천),65세이상,3118 
___전곡읍(경기연천),합계,20059 
___군남면(경기연천),0세~9세,173 
___군남면(경기연천),10세~19세,234 
___군남면(경기연천),20세~29세,405 
___군남면(경기연천),30세~39세,276 
___군남면(경기연천),40세~49세,394 
___군남면(경기연천),50세~59세,708 
___군남면(경기연천),60세~64세,342 
___군남면(경기연천),65세이상,1092 
___군남면(경기연천),합계,3624 
___청산면(경기연천),0세~9세,179 
___청산면(경기연천),10세~19세,252 
___청산면(경기연천),20세~29세,513 
___청산면(경기연천),30세~39세,383 
___청산면(경기연천),40세~49세,479 
___청산면(경기연천),50세~59세,888 
___청산면(경기연천),60세~64세,413 
___청산면(경기연천),65세이상,1120 
___청산면(경기연천),합계,4227 
___백학면(경기연천),0세~9세,152 
___백학면(경기연천),10세~19세,207 
___백학면(경기연천),20세~29세,283 
___백학면(경기연천),30세~39세,218 
___백학면(경기연천),40세~49세,319 
___백학면(경기연천),50세~59세,578 
___백학면(경기연천),60세~64세,244 
___백학면(경기연천),65세이상,843 
___백학면(경기연천),합계,2844 
___미산면(경기연천),0세~9세,63 
___미산면(경기연천),10세~19세,79 
___미산면(경기연천),20세~29세,172 
___미산면(경기연천),30세~39세,98 
___미산면(경기연천),40세~49세,163 
___미산면(경기연천),50세~59세,388 
___미산면(경기연천),60세~64세,224 
___미산면(경기연천),65세이상,557 
___미산면(경기연천),합계,1744 
___왕징면(경기연천),0세~9세,45 
___왕징면(경기연천),10세~19세,57 
___왕징면(경기연천),20세~29세,97 
___왕징면(경기연천),30세~39세,62 
