행정구역,연령구분,합계
___보개면(경기안성),40세~49세,758 
___보개면(경기안성),50세~59세,1200 
___보개면(경기안성),60세~64세,531 
___보개면(경기안성),65세이상,1578 
___보개면(경기안성),합계,6001 
___금광면(경기안성),0세~9세,802 
___금광면(경기안성),10세~19세,890 
___금광면(경기안성),20세~29세,832 
___금광면(경기안성),30세~39세,1094 
___금광면(경기안성),40세~49세,1311 
___금광면(경기안성),50세~59세,1360 
___금광면(경기안성),60세~64세,620 
___금광면(경기안성),65세이상,1497 
___금광면(경기안성),합계,8406 
___서운면(경기안성),0세~9세,154 
___서운면(경기안성),10세~19세,252 
___서운면(경기안성),20세~29세,435 
___서운면(경기안성),30세~39세,341 
___서운면(경기안성),40세~49세,503 
___서운면(경기안성),50세~59세,762 
___서운면(경기안성),60세~64세,396 
___서운면(경기안성),65세이상,1005 
___서운면(경기안성),합계,3848 
___미양면(경기안성),0세~9세,517 
___미양면(경기안성),10세~19세,479 
___미양면(경기안성),20세~29세,701 
___미양면(경기안성),30세~39세,986 
___미양면(경기안성),40세~49세,965 
___미양면(경기안성),50세~59세,1194 
___미양면(경기안성),60세~64세,577 
___미양면(경기안성),65세이상,1517 
___미양면(경기안성),합계,6936 
___대덕면(경기안성),0세~9세,1726 
___대덕면(경기안성),10세~19세,1230 
___대덕면(경기안성),20세~29세,2319 
___대덕면(경기안성),30세~39세,3556 
___대덕면(경기안성),40세~49세,2693 
___대덕면(경기안성),50세~59세,2401 
___대덕면(경기안성),60세~64세,870 
___대덕면(경기안성),65세이상,1766 
___대덕면(경기안성),합계,16561 
___양성면(경기안성),0세~9세,235 
___양성면(경기안성),10세~19세,340 
___양성면(경기안성),20세~29세,589 
___양성면(경기안성),30세~39세,497 
___양성면(경기안성),40세~49세,710 
___양성면(경기안성),50세~59세,1156 
___양성면(경기안성),60세~64세,575 
___양성면(경기안성),65세이상,1456 
___양성면(경기안성),합계,5558 
___원곡면(경기안성),0세~9세,384 
___원곡면(경기안성),10세~19세,394 
___원곡면(경기안성),20세~29세,542 
___원곡면(경기안성),30세~39세,666 
___원곡면(경기안성),40세~49세,756 
___원곡면(경기안성),50세~59세,1027 
___원곡면(경기안성),60세~64세,371 
___원곡면(경기안성),65세이상,958 
___원곡면(경기안성),합계,5098 
___일죽면(경기안성),0세~9세,448 
___일죽면(경기안성),10세~19세,592 
___일죽면(경기안성),20세~29세,797 
___일죽면(경기안성),30세~39세,812 
___일죽면(경기안성),40세~49세,1007 
___일죽면(경기안성),50세~59세,1564 
___일죽면(경기안성),60세~64세,798 
___일죽면(경기안성),65세이상,2029 
___일죽면(경기안성),합계,8047 
___죽산면(경기안성),0세~9세,361 
___죽산면(경기안성),10세~19세,549 
___죽산면(경기안성),20세~29세,833 
___죽산면(경기안성),30세~39세,746 
___죽산면(경기안성),40세~49세,1030 
___죽산면(경기안성),50세~59세,1479 
___죽산면(경기안성),60세~64세,670 
___죽산면(경기안성),65세이상,1704 
___죽산면(경기안성),합계,7372 
___삼죽면(경기안성),0세~9세,133 
___삼죽면(경기안성),10세~19세,266 
___삼죽면(경기안성),20세~29세,441 
___삼죽면(경기안성),30세~39세,320 
___삼죽면(경기안성),40세~49세,413 
___삼죽면(경기안성),50세~59세,753 
___삼죽면(경기안성),60세~64세,353 
___삼죽면(경기안성),65세이상,980 
___삼죽면(경기안성),합계,3659 
___고삼면(경기안성),0세~9세,72 
___고삼면(경기안성),10세~19세,130 
___고삼면(경기안성),20세~29세,214 
___고삼면(경기안성),30세~39세,170 
___고삼면(경기안성),40세~49세,247 
___고삼면(경기안성),50세~59세,432 
___고삼면(경기안성),60세~64세,210 
___고삼면(경기안성),65세이상,586 
___고삼면(경기안성),합계,2061 
___안성1동(경기안성),0세~9세,791 
___안성1동(경기안성),10세~19세,1285 
___안성1동(경기안성),20세~29세,1695 
___안성1동(경기안성),30세~39세,1323 
___안성1동(경기안성),40세~49세,1834 
___안성1동(경기안성),50세~59세,2384 
___안성1동(경기안성),60세~64세,894 
___안성1동(경기안성),65세이상,2189 
___안성1동(경기안성),합계,12395 
___안성2동(경기안성),0세~9세,1867 
___안성2동(경기안성),10세~19세,2330 
___안성2동(경기안성),20세~29세,2315 
___안성2동(경기안성),30세~39세,2697 
___안성2동(경기안성),40세~49세,3428 
___안성2동(경기안성),50세~59세,2975 
___안성2동(경기안성),60세~64세,978 
___안성2동(경기안성),65세이상,2092 
___안성2동(경기안성),합계,18682 
___안성3동(경기안성),0세~9세,1916 
___안성3동(경기안성),10세~19세,2945 
___안성3동(경기안성),20세~29세,3021 
___안성3동(경기안성),30세~39세,2522 
___안성3동(경기안성),40세~49세,3921 
___안성3동(경기안성),50세~59세,3591 
___안성3동(경기안성),60세~64세,1110 
___안성3동(경기안성),65세이상,2362 
___안성3동(경기안성),합계,21388 
_김포시(경기),0세~9세,44453 
_김포시(경기),10세~19세,39753 
_김포시(경기),20세~29세,39433 
_김포시(경기),30세~39세,60148 
_김포시(경기),40세~49세,66351 
_김포시(경기),50세~59세,53508 
_김포시(경기),60세~64세,19292 
_김포시(경기),65세이상,40505 
_김포시(경기),합계,363443 
___통진읍(경기김포),0세~9세,2349 
___통진읍(경기김포),10세~19세,2739 
___통진읍(경기김포),20세~29세,3518 
___통진읍(경기김포),30세~39세,3614 
___통진읍(경기김포),40세~49세,4661 
___통진읍(경기김포),50세~59세,5161 
___통진읍(경기김포),60세~64세,1739 
___통진읍(경기김포),65세이상,3830 
___통진읍(경기김포),합계,27611 
___고촌읍(경기김포),0세~9세,2844 
___고촌읍(경기김포),10세~19세,2538 
___고촌읍(경기김포),20세~29세,2910 
___고촌읍(경기김포),30세~39세,3961 
___고촌읍(경기김포),40세~49세,4535 
___고촌읍(경기김포),50세~59세,4211 
___고촌읍(경기김포),60세~64세,1911 
___고촌읍(경기김포),65세이상,3283 
___고촌읍(경기김포),합계,26193 
___양촌읍(경기김포),0세~9세,2673 
___양촌읍(경기김포),10세~19세,2290 
___양촌읍(경기김포),20세~29세,2762 
___양촌읍(경기김포),30세~39세,4227 
___양촌읍(경기김포),40세~49세,4410 
___양촌읍(경기김포),50세~59세,4601 
___양촌읍(경기김포),60세~64세,1783 
___양촌읍(경기김포),65세이상,3743 
___양촌읍(경기김포),합계,26489 
___대곶면(경기김포),0세~9세,413 
___대곶면(경기김포),10세~19세,688 
___대곶면(경기김포),20세~29세,1092 
___대곶면(경기김포),30세~39세,987 
___대곶면(경기김포),40세~49세,1559 
___대곶면(경기김포),50세~59세,2378 
___대곶면(경기김포),60세~64세,898 
___대곶면(경기김포),65세이상,2091 
___대곶면(경기김포),합계,10106 
___월곶면(경기김포),0세~9세,201 
___월곶면(경기김포),10세~19세,338 
___월곶면(경기김포),20세~29세,598 
___월곶면(경기김포),30세~39세,508 
___월곶면(경기김포),40세~49세,768 
___월곶면(경기김포),50세~59세,1304 
___월곶면(경기김포),60세~64세,621 
___월곶면(경기김포),65세이상,1372 
___월곶면(경기김포),합계,5710 
___하성면(경기김포),0세~9세,366 
___하성면(경기김포),10세~19세,611 
___하성면(경기김포),20세~29세,992 
___하성면(경기김포),30세~39세,801 
___하성면(경기김포),40세~49세,1180 
___하성면(경기김포),50세~59세,1927 
___하성면(경기김포),60세~64세,801 
___하성면(경기김포),65세이상,2086 
___하성면(경기김포),합계,8764 
___김포1동(경기김포),0세~9세,4775 
___김포1동(경기김포),10세~19세,7013 
___김포1동(경기김포),20세~29세,6949 
___김포1동(경기김포),30세~39세,6500 
___김포1동(경기김포),40세~49세,10006 
___김포1동(경기김포),50세~59세,8765 
___김포1동(경기김포),60세~64세,2596 
___김포1동(경기김포),65세이상,5708 
___김포1동(경기김포),합계,52312 
___사우동(경기김포),0세~9세,1636 
___사우동(경기김포),10세~19세,2490 
___사우동(경기김포),20세~29세,3085 
___사우동(경기김포),30세~39세,2842 
___사우동(경기김포),40세~49세,4065 
___사우동(경기김포),50세~59세,3786 
___사우동(경기김포),60세~64세,1155 
___사우동(경기김포),65세이상,2554 
___사우동(경기김포),합계,21613 
___풍무동(경기김포),0세~9세,6445 
___풍무동(경기김포),10세~19세,6712 
___풍무동(경기김포),20세~29세,5558 
___풍무동(경기김포),30세~39세,8233 
___풍무동(경기김포),40세~49세,10054 
___풍무동(경기김포),50세~59세,7002 
___풍무동(경기김포),60세~64세,2443 
___풍무동(경기김포),65세이상,5127 
___풍무동(경기김포),합계,51574 
___장기동(경기김포),0세~9세,5288 
___장기동(경기김포),10세~19세,4489 
___장기동(경기김포),20세~29세,3879 
___장기동(경기김포),30세~39세,6713 
___장기동(경기김포),40세~49세,7361 
___장기동(경기김포),50세~59세,4462 
___장기동(경기김포),60세~64세,1538 
___장기동(경기김포),65세이상,3308 
___장기동(경기김포),합계,37038 
___구래동(경기김포시),0세~9세,6435 
___구래동(경기김포시),10세~19세,2614 
___구래동(경기김포시),20세~29세,2836 
___구래동(경기김포시),30세~39세,8539 
___구래동(경기김포시),40세~49세,5490 
___구래동(경기김포시),50세~59세,3372 
___구래동(경기김포시),60세~64세,1441 
___구래동(경기김포시),65세이상,3013 
___구래동(경기김포시),합계,33740 
___김포2동(경기김포),0세~9세,6248 
___김포2동(경기김포),10세~19세,5003 
___김포2동(경기김포),20세~29세,3272 
___김포2동(경기김포),30세~39세,7330 
___김포2동(경기김포),40세~49세,7817 
___김포2동(경기김포),50세~59세,3986 
___김포2동(경기김포),60세~64세,1433 
___김포2동(경기김포),65세이상,2900 
___김포2동(경기김포),합계,37989 
___운양동(경기김포),0세~9세,4780 
___운양동(경기김포),10세~19세,2228 
___운양동(경기김포),20세~29세,1982 
___운양동(경기김포),30세~39세,5893 
___운양동(경기김포),40세~49세,4445 
___운양동(경기김포),50세~59세,2553 
___운양동(경기김포),60세~64세,933 
___운양동(경기김포),65세이상,1490 
___운양동(경기김포),합계,24304 
_화성시(경기),0세~9세,90459 
_화성시(경기),10세~19세,77106 
_화성시(경기),20세~29세,70895 
_화성시(경기),30세~39세,122634 
_화성시(경기),40세~49세,121035 
_화성시(경기),50세~59세,79780 
_화성시(경기),60세~64세,26106 
_화성시(경기),65세이상,52875 
_화성시(경기),합계,640890 
___봉담읍(경기화성),0세~9세,9354 
___봉담읍(경기화성),10세~19세,9337 
___봉담읍(경기화성),20세~29세,7556 
___봉담읍(경기화성),30세~39세,11562 
___봉담읍(경기화성),40세~49세,14093 
___봉담읍(경기화성),50세~59세,9499 
___봉담읍(경기화성),60세~64세,3071 
___봉담읍(경기화성),65세이상,5691 
___봉담읍(경기화성),합계,70163 
___우정읍(경기화성),0세~9세,1424 
___우정읍(경기화성),10세~19세,1657 
___우정읍(경기화성),20세~29세,1982 
___우정읍(경기화성),30세~39세,2297 
___우정읍(경기화성),40세~49세,2938 
___우정읍(경기화성),50세~59세,3249 
___우정읍(경기화성),60세~64세,1287 
___우정읍(경기화성),65세이상,3196 
___우정읍(경기화성),합계,18030 
___향남읍(경기화성),0세~9세,11694 
___향남읍(경기화성),10세~19세,8669 
___향남읍(경기화성),20세~29세,8084 
___향남읍(경기화성),30세~39세,16320 
___향남읍(경기화성),40세~49세,13952 
___향남읍(경기화성),50세~59세,8275 
___향남읍(경기화성),60세~64세,2652 
___향남읍(경기화성),65세이상,5210 
___향남읍(경기화성),합계,74856 
___남양읍(경기화성),0세~9세,3213 
___남양읍(경기화성),10세~19세,2861 
___남양읍(경기화성),20세~29세,3358 
___남양읍(경기화성),30세~39세,5010 
___남양읍(경기화성),40세~49세,4836 
___남양읍(경기화성),50세~59세,4563 
___남양읍(경기화성),60세~64세,1578 
___남양읍(경기화성),65세이상,3391 
___남양읍(경기화성),합계,28810 
___매송면(경기화성),0세~9세,586 
___매송면(경기화성),10세~19세,698 
___매송면(경기화성),20세~29세,1024 
___매송면(경기화성),30세~39세,982 
___매송면(경기화성),40세~49세,1287 
___매송면(경기화성),50세~59세,1588 
___매송면(경기화성),60세~64세,640 
___매송면(경기화성),65세이상,1454 
___매송면(경기화성),합계,8259 
___비봉면(경기화성),0세~9세,285 
___비봉면(경기화성),10세~19세,414 
___비봉면(경기화성),20세~29세,632 
___비봉면(경기화성),30세~39세,582 
___비봉면(경기화성),40세~49세,798 
___비봉면(경기화성),50세~59세,1285 
___비봉면(경기화성),60세~64세,570 
___비봉면(경기화성),65세이상,1351 
___비봉면(경기화성),합계,5917 
___마도면(경기화성),0세~9세,375 
___마도면(경기화성),10세~19세,481 
___마도면(경기화성),20세~29세,740 
___마도면(경기화성),30세~39세,797 
___마도면(경기화성),40세~49세,1002 
___마도면(경기화성),50세~59세,1406 
___마도면(경기화성),60세~64세,535 
___마도면(경기화성),65세이상,1399 
___마도면(경기화성),합계,6735 
___송산면(경기화성),0세~9세,627 
___송산면(경기화성),10세~19세,927 
___송산면(경기화성),20세~29세,1144 
___송산면(경기화성),30세~39세,1101 
___송산면(경기화성),40세~49세,1652 
___송산면(경기화성),50세~59세,2226 
___송산면(경기화성),60세~64세,954 
___송산면(경기화성),65세이상,2628 
___송산면(경기화성),합계,11259 
___서신면(경기화성),0세~9세,239 
___서신면(경기화성),10세~19세,392 
___서신면(경기화성),20세~29세,610 
___서신면(경기화성),30세~39세,591 
___서신면(경기화성),40세~49세,933 
___서신면(경기화성),50세~59세,1654 
___서신면(경기화성),60세~64세,746 
___서신면(경기화성),65세이상,1836 
___서신면(경기화성),합계,7001 
___팔탄면(경기화성),0세~9세,513 
___팔탄면(경기화성),10세~19세,613 
___팔탄면(경기화성),20세~29세,1184 
___팔탄면(경기화성),30세~39세,1266 
___팔탄면(경기화성),40세~49세,1728 
___팔탄면(경기화성),50세~59세,2356 
___팔탄면(경기화성),60세~64세,866 
___팔탄면(경기화성),65세이상,1850 
___팔탄면(경기화성),합계,10376 
___장안면(경기화성),0세~9세,624 
___장안면(경기화성),10세~19세,794 
___장안면(경기화성),20세~29세,1080 
___장안면(경기화성),30세~39세,1148 
___장안면(경기화성),40세~49세,1633 
___장안면(경기화성),50세~59세,2237 
___장안면(경기화성),60세~64세,947 
___장안면(경기화성),65세이상,2337 
___장안면(경기화성),합계,10800 
___양감면(경기화성),0세~9세,154 
___양감면(경기화성),10세~19세,227 
___양감면(경기화성),20세~29세,461 
___양감면(경기화성),30세~39세,453 
___양감면(경기화성),40세~49세,580 
___양감면(경기화성),50세~59세,999 
___양감면(경기화성),60세~64세,418 
___양감면(경기화성),65세이상,904 
___양감면(경기화성),합계,4196 
___정남면(경기화성),0세~9세,710 
___정남면(경기화성),10세~19세,1047 
___정남면(경기화성),20세~29세,1429 
___정남면(경기화성),30세~39세,1488 
___정남면(경기화성),40세~49세,2044 
___정남면(경기화성),50세~59세,2514 
___정남면(경기화성),60세~64세,931 
___정남면(경기화성),65세이상,2143 
___정남면(경기화성),합계,12306 
___동탄면(경기화성),0세~9세,971 
___동탄면(경기화성),10세~19세,405 
___동탄면(경기화성),20세~29세,851 
___동탄면(경기화성),30세~39세,1840 
___동탄면(경기화성),40세~49세,836 
___동탄면(경기화성),50세~59세,773 
___동탄면(경기화성),60세~64세,294 
___동탄면(경기화성),65세이상,540 
___동탄면(경기화성),합계,6510 
___진안동(경기화성),0세~9세,4434 
___진안동(경기화성),10세~19세,3620 
___진안동(경기화성),20세~29세,5953 
___진안동(경기화성),30세~39세,8627 
___진안동(경기화성),40세~49세,6249 
___진안동(경기화성),50세~59세,4093 
___진안동(경기화성),60세~64세,1315 
___진안동(경기화성),65세이상,2344 
___진안동(경기화성),합계,36635 
___병점1동(경기화성),0세~9세,3840 
___병점1동(경기화성),10세~19세,3759 
___병점1동(경기화성),20세~29세,3787 
___병점1동(경기화성),30세~39세,5492 
___병점1동(경기화성),40세~49세,5480 
___병점1동(경기화성),50세~59세,3440 
___병점1동(경기화성),60세~64세,1099 
___병점1동(경기화성),65세이상,1976 
___병점1동(경기화성),합계,28873 
___병점2동(경기화성),0세~9세,3988 
___병점2동(경기화성),10세~19세,4498 
___병점2동(경기화성),20세~29세,2575 
___병점2동(경기화성),30세~39세,4687 
___병점2동(경기화성),40세~49세,5871 
___병점2동(경기화성),50세~59세,2660 
___병점2동(경기화성),60세~64세,748 
___병점2동(경기화성),65세이상,1669 
___병점2동(경기화성),합계,26696 
___반월동(경기화성),0세~9세,4604 
___반월동(경기화성),10세~19세,3464 
___반월동(경기화성),20세~29세,3440 
___반월동(경기화성),30세~39세,5570 
___반월동(경기화성),40세~49세,4948 
___반월동(경기화성),50세~59세,3451 
___반월동(경기화성),60세~64세,873 
___반월동(경기화성),65세이상,1193 
___반월동(경기화성),합계,27543 
___기배동(경기화성),0세~9세,2071 
___기배동(경기화성),10세~19세,2173 
___기배동(경기화성),20세~29세,1439 
___기배동(경기화성),30세~39세,2388 
___기배동(경기화성),40세~49세,3081 
___기배동(경기화성),50세~59세,1847 
___기배동(경기화성),60세~64세,623 
___기배동(경기화성),65세이상,1195 
___기배동(경기화성),합계,14817 
___화산동(경기화성),0세~9세,2550 
___화산동(경기화성),10세~19세,2559 
___화산동(경기화성),20세~29세,2880 
___화산동(경기화성),30세~39세,3717 
___화산동(경기화성),40세~49세,4309 
___화산동(경기화성),50세~59세,3747 
___화산동(경기화성),60세~64세,1342 
___화산동(경기화성),65세이상,2381 
___화산동(경기화성),합계,23485 
___동탄2동(경기화성),0세~9세,6196 
___동탄2동(경기화성),10세~19세,6391 
___동탄2동(경기화성),20세~29세,3420 
___동탄2동(경기화성),30세~39세,6404 
___동탄2동(경기화성),40세~49세,8818 
___동탄2동(경기화성),50세~59세,3890 
___동탄2동(경기화성),60세~64세,931 
___동탄2동(경기화성),65세이상,1712 
___동탄2동(경기화성),합계,37762 
___동탄1동(경기화성),0세~9세,8692 
___동탄1동(경기화성),10세~19세,7758 
___동탄1동(경기화성),20세~29세,6543 
___동탄1동(경기화성),30세~39세,11579 
___동탄1동(경기화성),40세~49세,11337 
___동탄1동(경기화성),50세~59세,4879 
___동탄1동(경기화성),60세~64세,1088 
___동탄1동(경기화성),65세이상,1899 
___동탄1동(경기화성),합계,53775 
___동탄3동(경기화성),0세~9세,8527 
___동탄3동(경기화성),10세~19세,5724 
___동탄3동(경기화성),20세~29세,4354 
___동탄3동(경기화성),30세~39세,10906 
___동탄3동(경기화성),40세~49세,8552 
___동탄3동(경기화성),50세~59세,3167 
___동탄3동(경기화성),60세~64세,1036 
___동탄3동(경기화성),65세이상,1990 
___동탄3동(경기화성),합계,44256 
___동탄4동(경기화성),0세~9세,14788 
___동탄4동(경기화성),10세~19세,8638 
___동탄4동(경기화성),20세~29세,6369 
___동탄4동(경기화성),30세~39세,17827 
___동탄4동(경기화성),40세~49세,14078 
___동탄4동(경기화성),50세~59세,5982 
___동탄4동(경기화성),60세~64세,1562 
___동탄4동(경기화성),65세이상,2586 
___동탄4동(경기화성),합계,71830 
_광주시(경기),0세~9세,34239 
_광주시(경기),10세~19세,32803 
_광주시(경기),20세~29세,38531 
_광주시(경기),30세~39세,56232 
_광주시(경기),40세~49세,58000 
_광주시(경기),50세~59세,52921 
_광주시(경기),60세~64세,19794 
_광주시(경기),65세이상,35203 
_광주시(경기),합계,327723 
___오포읍(경기광주),0세~9세,10917 
___오포읍(경기광주),10세~19세,8152 
___오포읍(경기광주),20세~29세,11239 
___오포읍(경기광주),30세~39세,20110 
___오포읍(경기광주),40세~49세,15563 
___오포읍(경기광주),50세~59세,13421 
___오포읍(경기광주),60세~64세,5196 
___오포읍(경기광주),65세이상,8911 
___오포읍(경기광주),합계,93509 
___초월읍(경기광주),0세~9세,4552 
___초월읍(경기광주),10세~19세,4717 
___초월읍(경기광주),20세~29세,4451 
___초월읍(경기광주),30세~39세,6553 
___초월읍(경기광주),40세~49세,7749 
___초월읍(경기광주),50세~59세,6662 
___초월읍(경기광주),60세~64세,2424 
___초월읍(경기광주),65세이상,4456 
___초월읍(경기광주),합계,41564 
___곤지암읍(경기광주),0세~9세,1845 
___곤지암읍(경기광주),10세~19세,2323 
___곤지암읍(경기광주),20세~29세,2836 
___곤지암읍(경기광주),30세~39세,3129 
___곤지암읍(경기광주),40세~49세,4153 
___곤지암읍(경기광주),50세~59세,4415 
___곤지암읍(경기광주),60세~64세,1564 
___곤지암읍(경기광주),65세이상,3092 
___곤지암읍(경기광주),합계,23357 
___도척면(경기광주),0세~9세,688 
___도척면(경기광주),10세~19세,718 
___도척면(경기광주),20세~29세,965 
___도척면(경기광주),30세~39세,1119 
___도척면(경기광주),40세~49세,1459 
___도척면(경기광주),50세~59세,1730 
___도척면(경기광주),60세~64세,784 
___도척면(경기광주),65세이상,1574 
___도척면(경기광주),합계,9037 
___퇴촌면(경기광주),0세~9세,1158 
___퇴촌면(경기광주),10세~19세,1136 
___퇴촌면(경기광주),20세~29세,1149 
___퇴촌면(경기광주),30세~39세,1750 
___퇴촌면(경기광주),40세~49세,2189 
___퇴촌면(경기광주),50세~59세,2443 
___퇴촌면(경기광주),60세~64세,1284 
___퇴촌면(경기광주),65세이상,2544 
___퇴촌면(경기광주),합계,13653 
___남종면(경기광주),0세~9세,66 
___남종면(경기광주),10세~19세,98 
___남종면(경기광주),20세~29세,133 
___남종면(경기광주),30세~39세,130 
___남종면(경기광주),40세~49세,197 
___남종면(경기광주),50세~59세,335 
___남종면(경기광주),60세~64세,188 
___남종면(경기광주),65세이상,479 
___남종면(경기광주),합계,1626 
___남한산성면(경기광주),0세~9세,275 
___남한산성면(경기광주),10세~19세,237 
___남한산성면(경기광주),20세~29세,275 
___남한산성면(경기광주),30세~39세,290 
___남한산성면(경기광주),40세~49세,492 
___남한산성면(경기광주),50세~59세,530 
___남한산성면(경기광주),60세~64세,252 
___남한산성면(경기광주),65세이상,637 
___남한산성면(경기광주),합계,2988 
___경안동(경기광주),0세~9세,3765 
___경안동(경기광주),10세~19세,4474 
___경안동(경기광주),20세~29세,5096 
___경안동(경기광주),30세~39세,5969 
___경안동(경기광주),40세~49세,7276 
___경안동(경기광주),50세~59세,6625 
___경안동(경기광주),60세~64세,2126 
___경안동(경기광주),65세이상,3915 
___경안동(경기광주),합계,39246 
___송정동(경기광주),0세~9세,5869 
___송정동(경기광주),10세~19세,5873 
___송정동(경기광주),20세~29세,7366 
___송정동(경기광주),30세~39세,9526 
___송정동(경기광주),40세~49세,10332 
___송정동(경기광주),50세~59세,9756 
___송정동(경기광주),60세~64세,3306 
___송정동(경기광주),65세이상,5327 
___송정동(경기광주),합계,57355 
___광남동(경기광주),0세~9세,5104 
___광남동(경기광주),10세~19세,5075 
___광남동(경기광주),20세~29세,5021 
___광남동(경기광주),30세~39세,7656 
___광남동(경기광주),40세~49세,8590 
___광남동(경기광주),50세~59세,7004 
___광남동(경기광주),60세~64세,2670 
___광남동(경기광주),65세이상,4268 
___광남동(경기광주),합계,45388 
_양주시(경기),0세~9세,20527 
_양주시(경기),10세~19세,24337 
_양주시(경기),20세~29세,23290 
_양주시(경기),30세~39세,27239 
_양주시(경기),40세~49세,37977 
_양주시(경기),50세~59세,33287 
_양주시(경기),60세~64세,12148 
_양주시(경기),65세이상,26708 
_양주시(경기),합계,205513 
___백석읍(경기양주),0세~9세,2271 
___백석읍(경기양주),10세~19세,3268 
___백석읍(경기양주),20세~29세,3563 
___백석읍(경기양주),30세~39세,3190 
___백석읍(경기양주),40세~49세,5021 
___백석읍(경기양주),50세~59세,5321 
___백석읍(경기양주),60세~64세,1911 
___백석읍(경기양주),65세이상,4035 
___백석읍(경기양주),합계,28580 
___은현면(경기양주),0세~9세,278 
___은현면(경기양주),10세~19세,492 
___은현면(경기양주),20세~29세,808 
___은현면(경기양주),30세~39세,676 
___은현면(경기양주),40세~49세,956 
___은현면(경기양주),50세~59세,1564 
___은현면(경기양주),60세~64세,658 
___은현면(경기양주),65세이상,1368 
___은현면(경기양주),합계,6800 
___남면(경기양주),0세~9세,503 
___남면(경기양주),10세~19세,587 
___남면(경기양주),20세~29세,929 
___남면(경기양주),30세~39세,893 
___남면(경기양주),40세~49세,1049 
___남면(경기양주),50세~59세,1560 
___남면(경기양주),60세~64세,654 
___남면(경기양주),65세이상,1475 
___남면(경기양주),합계,7650 
___광적면(경기양주),0세~9세,787 
___광적면(경기양주),10세~19세,1082 
___광적면(경기양주),20세~29세,1440 
___광적면(경기양주),30세~39세,1279 
___광적면(경기양주),40세~49세,1971 
___광적면(경기양주),50세~59세,2520 
___광적면(경기양주),60세~64세,882 
___광적면(경기양주),65세이상,2003 
___광적면(경기양주),합계,11964 
___장흥면(경기양주),0세~9세,573 
___장흥면(경기양주),10세~19세,672 
___장흥면(경기양주),20세~29세,1142 
___장흥면(경기양주),30세~39세,1242 
___장흥면(경기양주),40세~49세,1262 
___장흥면(경기양주),50세~59세,2015 
___장흥면(경기양주),60세~64세,1076 
___장흥면(경기양주),65세이상,2119 
___장흥면(경기양주),합계,10101 
___양주1동(경기양주),0세~9세,335 
___양주1동(경기양주),10세~19세,446 
___양주1동(경기양주),20세~29세,716 
___양주1동(경기양주),30세~39세,618 
___양주1동(경기양주),40세~49세,876 
___양주1동(경기양주),50세~59세,1317 
___양주1동(경기양주),60세~64세,575 
___양주1동(경기양주),65세이상,1363 
___양주1동(경기양주),합계,6246 
___양주2동(경기양주),0세~9세,7858 
___양주2동(경기양주),10세~19세,7530 
___양주2동(경기양주),20세~29세,4681 
___양주2동(경기양주),30세~39세,8559 
___양주2동(경기양주),40세~49세,11470 
___양주2동(경기양주),50세~59세,6297 
___양주2동(경기양주),60세~64세,2455 
___양주2동(경기양주),65세이상,5553 
___양주2동(경기양주),합계,54403 
___회천1동(경기양주),0세~9세,789 
___회천1동(경기양주),10세~19세,1017 
___회천1동(경기양주),20세~29세,1588 
___회천1동(경기양주),30세~39세,1337 
___회천1동(경기양주),40세~49세,1732 
___회천1동(경기양주),50세~59세,1911 
___회천1동(경기양주),60세~64세,653 
___회천1동(경기양주),65세이상,1359 
___회천1동(경기양주),합계,10386 
___회천2동(경기양주),0세~9세,2493 
___회천2동(경기양주),10세~19세,3351 
___회천2동(경기양주),20세~29세,3859 
___회천2동(경기양주),30세~39세,3619 
___회천2동(경기양주),40세~49세,5275 
___회천2동(경기양주),50세~59세,5320 
___회천2동(경기양주),60세~64세,1616 
___회천2동(경기양주),65세이상,3219 
___회천2동(경기양주),합계,28752 
___회천3동(경기양주),0세~9세,3197 
___회천3동(경기양주),10세~19세,4750 
___회천3동(경기양주),20세~29세,3399 
___회천3동(경기양주),30세~39세,3863 
___회천3동(경기양주),40세~49세,6447 
___회천3동(경기양주),50세~59세,3974 
___회천3동(경기양주),60세~64세,1046 
___회천3동(경기양주),65세이상,3033 
___회천3동(경기양주),합계,29709 
___회천4동(경기양주),0세~9세,1443 
___회천4동(경기양주),10세~19세,1142 
___회천4동(경기양주),20세~29세,1165 
___회천4동(경기양주),30세~39세,1963 
___회천4동(경기양주),40세~49세,1918 
___회천4동(경기양주),50세~59세,1488 
___회천4동(경기양주),60세~64세,622 
___회천4동(경기양주),65세이상,1181 
___회천4동(경기양주),합계,10922 
_포천시(경기),0세~9세,11642 
_포천시(경기),10세~19세,16069 
_포천시(경기),20세~29세,18824 
_포천시(경기),30세~39세,17530 
_포천시(경기),40세~49세,25214 
_포천시(경기),50세~59세,30335 
_포천시(경기),60세~64세,10857 
_포천시(경기),65세이상,24292 
_포천시(경기),합계,154763 
___소흘읍(경기포천),0세~9세,4183 
___소흘읍(경기포천),10세~19세,6283 
___소흘읍(경기포천),20세~29세,6068 
___소흘읍(경기포천),30세~39세,5662 
___소흘읍(경기포천),40세~49세,9001 
___소흘읍(경기포천),50세~59세,8640 
___소흘읍(경기포천),60세~64세,2407 
___소흘읍(경기포천),65세이상,4895 
___소흘읍(경기포천),합계,47139 
___군내면(경기포천),0세~9세,306 
___군내면(경기포천),10세~19세,505 
___군내면(경기포천),20세~29세,713 
